Nome,Ano,Quantidade (kg)
Chardonnay,1970,0.0
Chasselas,1970,0.0
Chenin Blanc,1970,0.0
Clairette(1),1970,146617.0
Colombard,1970,0.0
Flora,1970,0.0
Garganega,1970,0.0
Gewurztraminer,1970,0.0
Gouveio,1970,0.0
Gros Manseng,1970,0.0
Italia (Pirovano 65) (PE),1970,0.0
Maccabeo,1970,0.0
Malvasia,1970,878012.0
Malvasia Amarela,1970,0.0
Malvasia Bianca,1970,0.0
Malvasia Chianti,1970,0.0
Malvasia Verde,1970,0.0
Malvasia di Candia,1970,0.0
Malvasia Istriana,1970,0.0
Mistura de uvas viníferas branco,1970,0.0
Mistura de uvas viníferas rosado,1970,0.0
Moscato Branco,1970,5772931.0
Moscato Canelli,1970,0.0
Moscato Giallo,1970,0.0
Moscato Nazareno,1970,0.0
Moscato Bianco R2,1970,0.0
Moscato de Alexandria,1970,0.0
Moscato Rosado,1970,0.0
Muscat à Petits Grains,1970,0.0
Muller Thurgau,1970,0.0
Muscadelle,1970,0.0
Ora,1970,0.0
Palomino,1970,0.0
Petit Manseng,1970,0.0
Peverella,1970,2084128.0
Pinot Blanc,1970,4000.0
Pinot Gris,1970,0.0
Prosecco,1970,0.0
Red Veltliner,1970,0.0
Riesling Italico,1970,413149.0
Riesling Renano,1970,0.0
Sauvignon Blanc(2),1970,2819.0
Sauvignon Gris,1970,0.0
Seara Nova,1970,0.0
Semillon,1970,1916.0
Schonburger,1970,0.0
Sylvaner,1970,0.0
Tocai Friulano,1970,0.0
Trebbiano,1970,7277270.0
Trebbiano Toscano,1970,0.0
Verdea,1970,0.0
Verdelho,1970,0.0
Verdiso,1970,7950.0
Vermentino,1970,20461.0
Vernaccia,1970,122467.0
Viogner ,1970,0.0
Viognier,1970,0.0
Outras(3),1970,2126291.0
TINTAS,1971,11012833.0
Alicante Bouschet,1971,0.0
Ancelota,1971,0.0
Aramon,1971,0.0
Alfrocheiro,1971,0.0
Arinarnoa,1971,0.0
Aspirant Bouschet,1971,0.0
Barbera,1971,3971627.0
Bonarda,1971,1868929.0
Cabernet Franc,1971,324924.0
Cabernet Sauvignon,1971,0.0
Caladoc,1971,0.0
Campanario,1971,0.0
Canaiolo,1971,607921.0
Carignan,1971,11796.0
Carmenere,1971,18288.0
Castelão,1971,0.0
Corvina,1971,0.0
Croatina,1971,0.0
Cinsaut,1971,0.0
Dom Felder,1971,0.0
Dolcetto,1971,0.0
Durif,1971,0.0
Egiodola,1971,0.0
Ekigaina,1971,0.0
Festival (Sugraone),1971,0.0
Franconia,1971,0.0
Freisa,1971,1519.0
Gamay St Romain,1971,0.0
Gamay Beaujolais,1971,0.0
Grand Noir,1971,930.0
Grenache,1971,22418.0
Jaen,1971,0.0
Lagrein,1971,0.0
Lambrusco,1971,2670.0
Malbec,1971,4884.0
Marzemina,1971,66569.0
Merlot,1971,164533.0
Marselan,1971,0.0
Mistura de uvas viníferas tinto ,1971,0.0
Molinera,1971,0.0
Montepulciano,1971,0.0
Moscato Bailey,1971,0.0
Napa Gamay,1971,0.0
Nebbiolo,1971,0.0
Petit Verdot,1971,0.0
Petite Sirah,1971,0.0
Pinotage,1971,0.0
Pinot Noir,1971,0.0
Pinot Saint George,1971,0.0
Piriquita,1971,0.0
Primitivo,1971,0.0
Rebo,1971,0.0
Refosco,1971,0.0
Rondinella,1971,0.0
Ruby Cabernet,1971,0.0
Sangiovese,1971,59316.0
Saperavi ,1971,0.0
Sira (falsa),1971,3886509.0
Tannat,1971,0.0
Tempranillo,1971,0.0
Teroldego,1971,0.0
Torrontes,1971,0.0
Tinta Barroca,1971,0.0
Tinta Roriz ,1971,0.0
Touriga Francesa,1971,0.0
Touriga Nacional,1971,0.0
Tinta Madeira,1971,0.0
Tintoria,1971,0.0
Trincdeira,1971,0.0
Trousseau,1971,0.0
Zinfandel,1971,0.0
Outras1,1971,0.0
BRANCAS E ROSADAS,1971,22168237.0
Aliatico,1971,0.0
Aligote,1971,1000.0
Altesse,1971,0.0
Alvarinho,1971,0.0
Arriloba,1971,0.0
Auxerrois,1971,0.0
Burger,1971,0.0
Chardonnay,1971,0.0
Chasselas,1971,0.0
Chenin Blanc,1971,0.0
Clairette(1),1971,116887.0
Colombard,1971,0.0
Flora,1971,0.0
Garganega,1971,0.0
Gewurztraminer,1971,0.0
Gouveio,1971,0.0
Gros Manseng,1971,0.0
Italia (Pirovano 65) (PE),1971,0.0
Maccabeo,1971,0.0
Malvasia,1971,611457.0
Malvasia Amarela,1971,0.0
Malvasia Bianca,1971,0.0
Malvasia Chianti,1971,0.0
Malvasia Verde,1971,0.0
Malvasia di Candia,1971,0.0
Malvasia Istriana,1971,0.0
Mistura de uvas viníferas branco,1971,0.0
Mistura de uvas viníferas rosado,1971,0.0
Moscato Branco,1971,5334475.0
Moscato Canelli,1971,0.0
Moscato Giallo,1971,0.0
Moscato Nazareno,1971,0.0
Moscato Bianco R2,1971,0.0
Moscato de Alexandria,1971,0.0
Moscato Rosado,1971,0.0
Muscat à Petits Grains,1971,0.0
Muller Thurgau,1971,0.0
Muscadelle,1971,0.0
Ora,1971,0.0
Palomino,1971,0.0
Petit Manseng,1971,0.0
Peverella,1971,2117931.0
Pinot Blanc,1971,0.0
Pinot Gris,1971,0.0
Prosecco,1971,0.0
Red Veltliner,1971,0.0
Riesling Italico,1971,404159.0
Riesling Renano,1971,0.0
Sauvignon Blanc(2),1971,5492.0
Sauvignon Gris,1971,0.0
Seara Nova,1971,0.0
Semillon,1971,0.0
Schonburger,1971,0.0
Sylvaner,1971,0.0
Tocai Friulano,1971,0.0
Trebbiano,1971,12225175.0
Trebbiano Toscano,1971,0.0
Verdea,1971,6184.0
Verdelho,1971,0.0
Verdiso,1971,770.0
Vermentino,1971,6097.0
Vernaccia,1971,190297.0
Viogner ,1971,0.0
Viognier,1971,0.0
Outras(3),1971,1148313.0
TINTAS,1972,10798824.0
Alicante Bouschet,1972,0.0
Ancelota,1972,0.0
Aramon,1972,0.0
Alfrocheiro,1972,0.0
Arinarnoa,1972,0.0
Aspirant Bouschet,1972,0.0
Barbera,1972,4035482.0
Bonarda,1972,1875069.0
Cabernet Franc,1972,572871.0
Cabernet Sauvignon,1972,0.0
Caladoc,1972,0.0
Campanario,1972,0.0
Canaiolo,1972,552841.0
Carignan,1972,7537.0
Carmenere,1972,22154.0
Castelão,1972,0.0
Corvina,1972,0.0
Croatina,1972,0.0
Cinsaut,1972,0.0
Dom Felder,1972,0.0
Dolcetto,1972,0.0
Durif,1972,0.0
Egiodola,1972,0.0
Ekigaina,1972,0.0
Festival (Sugraone),1972,0.0
Franconia,1972,0.0
Freisa,1972,1005.0
Gamay St Romain,1972,189.0
Gamay Beaujolais,1972,0.0
Grand Noir,1972,603.0
Grenache,1972,18488.0
Jaen,1972,0.0
Lagrein,1972,0.0
Lambrusco,1972,100.0
Malbec,1972,0.0
Marzemina,1972,138699.0
Merlot,1972,198870.0
Marselan,1972,0.0
Mistura de uvas viníferas tinto ,1972,0.0
Molinera,1972,0.0
Montepulciano,1972,0.0
Moscato Bailey,1972,0.0
Napa Gamay,1972,0.0
Nebbiolo,1972,0.0
Petit Verdot,1972,0.0
Petite Sirah,1972,0.0
Pinotage,1972,0.0
Pinot Noir,1972,13440.0
Pinot Saint George,1972,0.0
Piriquita,1972,0.0
Primitivo,1972,0.0
Rebo,1972,0.0
Refosco,1972,0.0
Rondinella,1972,0.0
Ruby Cabernet,1972,0.0
Sangiovese,1972,62175.0
Saperavi ,1972,0.0
Sira (falsa),1972,3299301.0
Tannat,1972,0.0
Tempranillo,1972,0.0
Teroldego,1972,0.0
Torrontes,1972,0.0
Tinta Barroca,1972,0.0
Tinta Roriz ,1972,0.0
Touriga Francesa,1972,0.0
Touriga Nacional,1972,0.0
Tinta Madeira,1972,0.0
Tintoria,1972,0.0
Trincdeira,1972,0.0
Trousseau,1972,0.0
Zinfandel,1972,0.0
Outras1,1972,0.0
BRANCAS E ROSADAS,1972,18073470.0
Aliatico,1972,0.0
Aligote,1972,1969.0
Altesse,1972,0.0
Alvarinho,1972,0.0
Arriloba,1972,0.0
Auxerrois,1972,0.0
Burger,1972,0.0
Chardonnay,1972,0.0
Chasselas,1972,13255.0
Chenin Blanc,1972,0.0
Clairette(1),1972,120166.0
Colombard,1972,0.0
Flora,1972,0.0
Garganega,1972,0.0
Gewurztraminer,1972,0.0
Gouveio,1972,0.0
Gros Manseng,1972,0.0
Italia (Pirovano 65) (PE),1972,0.0
Maccabeo,1972,0.0
Malvasia,1972,763732.0
Malvasia Amarela,1972,0.0
Malvasia Bianca,1972,0.0
Malvasia Chianti,1972,0.0
Malvasia Verde,1972,0.0
Malvasia di Candia,1972,0.0
Malvasia Istriana,1972,0.0
Mistura de uvas viníferas branco,1972,0.0
Mistura de uvas viníferas rosado,1972,0.0
Moscato Branco,1972,5378768.0
Moscato Canelli,1972,0.0
Moscato Giallo,1972,0.0
Moscato Nazareno,1972,0.0
Moscato Bianco R2,1972,0.0
Moscato de Alexandria,1972,0.0
Moscato Rosado,1972,0.0
Muscat à Petits Grains,1972,0.0
Muller Thurgau,1972,0.0
Muscadelle,1972,0.0
Ora,1972,0.0
Palomino,1972,0.0
Petit Manseng,1972,0.0
Peverella,1972,1087692.0
Pinot Blanc,1972,0.0
Pinot Gris,1972,0.0
Prosecco,1972,0.0
Red Veltliner,1972,0.0
Riesling Italico,1972,304688.0
Riesling Renano,1972,0.0
Sauvignon Blanc(2),1972,49244.0
Sauvignon Gris,1972,0.0
Seara Nova,1972,0.0
Semillon,1972,5172.0
Schonburger,1972,0.0
Sylvaner,1972,0.0
Tocai Friulano,1972,0.0
Trebbiano,1972,9579813.0
Trebbiano Toscano,1972,0.0
Verdea,1972,0.0
Verdelho,1972,0.0
Verdiso,1972,0.0
Vermentino,1972,8945.0
Vernaccia,1972,111691.0
Viogner ,1972,0.0
Viognier,1972,0.0
Outras(3),1972,648335.0
TINTAS,1973,8213674.0
Alicante Bouschet,1973,0.0
Ancelota,1973,0.0
Aramon,1973,0.0
Alfrocheiro,1973,0.0
Arinarnoa,1973,0.0
Aspirant Bouschet,1973,0.0
Barbera,1973,3152247.0
Bonarda,1973,885582.0
Cabernet Franc,1973,1360672.0
Cabernet Sauvignon,1973,0.0
Caladoc,1973,0.0
Campanario,1973,0.0
Canaiolo,1973,257854.0
Carignan,1973,5693.0
Carmenere,1973,4150.0
Castelão,1973,0.0
Corvina,1973,0.0
Croatina,1973,0.0
Cinsaut,1973,0.0
Dom Felder,1973,0.0
Dolcetto,1973,0.0
Durif,1973,0.0
Egiodola,1973,0.0
Ekigaina,1973,0.0
Festival (Sugraone),1973,0.0
Franconia,1973,0.0
Freisa,1973,0.0
Gamay St Romain,1973,0.0
Gamay Beaujolais,1973,0.0
Grand Noir,1973,0.0
Grenache,1973,4924.0
Jaen,1973,0.0
Lagrein,1973,0.0
Lambrusco,1973,0.0
Malbec,1973,200.0
Marzemina,1973,49930.0
Merlot,1973,263765.0
Marselan,1973,0.0
Mistura de uvas viníferas tinto ,1973,0.0
Molinera,1973,0.0
Montepulciano,1973,0.0
Moscato Bailey,1973,0.0
Napa Gamay,1973,0.0
Nebbiolo,1973,0.0
Petit Verdot,1973,0.0
Petite Sirah,1973,0.0
Pinotage,1973,0.0
Pinot Noir,1973,10433.0
Pinot Saint George,1973,0.0
Piriquita,1973,0.0
Primitivo,1973,0.0
Rebo,1973,0.0
Refosco,1973,0.0
Rondinella,1973,0.0
Ruby Cabernet,1973,0.0
Sangiovese,1973,38315.0
Saperavi ,1973,0.0
Sira (falsa),1973,2179909.0
Tannat,1973,0.0
Tempranillo,1973,0.0
Teroldego,1973,0.0
Torrontes,1973,0.0
Tinta Barroca,1973,0.0
Tinta Roriz ,1973,0.0
Touriga Francesa,1973,0.0
Touriga Nacional,1973,0.0
Tinta Madeira,1973,0.0
Tintoria,1973,0.0
Trincdeira,1973,0.0
Trousseau,1973,0.0
Zinfandel,1973,0.0
Outras1,1973,0.0
BRANCAS E ROSADAS,1973,12213901.0
Aliatico,1973,0.0
Aligote,1973,0.0
Altesse,1973,0.0
Alvarinho,1973,0.0
Arriloba,1973,0.0
Auxerrois,1973,0.0
Burger,1973,0.0
Chardonnay,1973,0.0
Chasselas,1973,0.0
Chenin Blanc,1973,0.0
Clairette(1),1973,94006.0
Colombard,1973,0.0
Flora,1973,0.0
Garganega,1973,0.0
Gewurztraminer,1973,0.0
Gouveio,1973,0.0
Gros Manseng,1973,0.0
Italia (Pirovano 65) (PE),1973,0.0
Maccabeo,1973,0.0
Malvasia,1973,645868.0
Malvasia Amarela,1973,0.0
Malvasia Bianca,1973,0.0
Malvasia Chianti,1973,0.0
Malvasia Verde,1973,0.0
Malvasia di Candia,1973,0.0
Malvasia Istriana,1973,0.0
Mistura de uvas viníferas branco,1973,0.0
Mistura de uvas viníferas rosado,1973,0.0
Moscato Branco,1973,3490996.0
Moscato Canelli,1973,0.0
Moscato Giallo,1973,0.0
Moscato Nazareno,1973,0.0
Moscato Bianco R2,1973,0.0
Moscato de Alexandria,1973,0.0
Moscato Rosado,1973,0.0
Muscat à Petits Grains,1973,0.0
Muller Thurgau,1973,0.0
Muscadelle,1973,0.0
Ora,1973,0.0
Palomino,1973,0.0
Petit Manseng,1973,0.0
Peverella,1973,1416283.0
Pinot Blanc,1973,0.0
Pinot Gris,1973,0.0
Prosecco,1973,0.0
Red Veltliner,1973,0.0
Riesling Italico,1973,402329.0
Riesling Renano,1973,0.0
Sauvignon Blanc(2),1973,12886.0
Sauvignon Gris,1973,0.0
Seara Nova,1973,0.0
Semillon,1973,20447.0
Schonburger,1973,0.0
Sylvaner,1973,0.0
Tocai Friulano,1973,0.0
Trebbiano,1973,5722394.0
Trebbiano Toscano,1973,0.0
Verdea,1973,1864.0
Verdelho,1973,0.0
Verdiso,1973,0.0
Vermentino,1973,6153.0
Vernaccia,1973,65995.0
Viogner ,1973,0.0
Viognier,1973,0.0
Outras(3),1973,334680.0
TINTAS,1974,17457849.0
Alicante Bouschet,1974,0.0
Ancelota,1974,0.0
Aramon,1974,0.0
Alfrocheiro,1974,0.0
Arinarnoa,1974,0.0
Aspirant Bouschet,1974,0.0
Barbera,1974,8334170.0
Bonarda,1974,1888558.0
Cabernet Franc,1974,2909343.0
Cabernet Sauvignon,1974,0.0
Caladoc,1974,0.0
Campanario,1974,0.0
Canaiolo,1974,372657.0
Carignan,1974,4535.0
Carmenere,1974,33114.0
Castelão,1974,0.0
Corvina,1974,0.0
Croatina,1974,0.0
Cinsaut,1974,0.0
Dom Felder,1974,0.0
Dolcetto,1974,0.0
Durif,1974,0.0
Egiodola,1974,0.0
Ekigaina,1974,0.0
Festival (Sugraone),1974,0.0
Franconia,1974,0.0
Freisa,1974,713.0
Gamay St Romain,1974,0.0
Gamay Beaujolais,1974,0.0
Grand Noir,1974,0.0
Grenache,1974,19945.0
Jaen,1974,0.0
Lagrein,1974,0.0
Lambrusco,1974,0.0
Malbec,1974,6167.0
Marzemina,1974,136790.0
Merlot,1974,1050036.0
Marselan,1974,0.0
Mistura de uvas viníferas tinto ,1974,0.0
Molinera,1974,0.0
Montepulciano,1974,0.0
Moscato Bailey,1974,0.0
Napa Gamay,1974,0.0
Nebbiolo,1974,0.0
Petit Verdot,1974,0.0
Petite Sirah,1974,0.0
Pinotage,1974,0.0
Pinot Noir,1974,18178.0
Pinot Saint George,1974,0.0
Piriquita,1974,0.0
Primitivo,1974,0.0
Rebo,1974,0.0
Refosco,1974,0.0
Rondinella,1974,0.0
Ruby Cabernet,1974,0.0
Sangiovese,1974,59834.0
Saperavi ,1974,0.0
Sira (falsa),1974,2623809.0
Tannat,1974,0.0
Tempranillo,1974,0.0
Teroldego,1974,0.0
Torrontes,1974,0.0
Tinta Barroca,1974,0.0
Tinta Roriz ,1974,0.0
Touriga Francesa,1974,0.0
Touriga Nacional,1974,0.0
Tinta Madeira,1974,0.0
Tintoria,1974,0.0
Trincdeira,1974,0.0
Trousseau,1974,0.0
Zinfandel,1974,0.0
Outras1,1974,0.0
BRANCAS E ROSADAS,1974,25625874.0
Aliatico,1974,0.0
Aligote,1974,618.0
Altesse,1974,0.0
Alvarinho,1974,0.0
Arriloba,1974,0.0
Auxerrois,1974,0.0
Burger,1974,0.0
Chardonnay,1974,0.0
Chasselas,1974,0.0
Chenin Blanc,1974,0.0
Clairette(1),1974,116154.0
Colombard,1974,0.0
Flora,1974,0.0
Garganega,1974,0.0
Gewurztraminer,1974,0.0
Gouveio,1974,0.0
Gros Manseng,1974,0.0
Italia (Pirovano 65) (PE),1974,0.0
Maccabeo,1974,0.0
Malvasia,1974,795847.0
Malvasia Amarela,1974,0.0
Malvasia Bianca,1974,0.0
Malvasia Chianti,1974,0.0
Malvasia Verde,1974,0.0
Malvasia di Candia,1974,0.0
Malvasia Istriana,1974,0.0
Mistura de uvas viníferas branco,1974,0.0
Mistura de uvas viníferas rosado,1974,0.0
Moscato Branco,1974,10348989.0
Moscato Canelli,1974,0.0
Moscato Giallo,1974,0.0
Moscato Nazareno,1974,0.0
Moscato Bianco R2,1974,0.0
Moscato de Alexandria,1974,0.0
Moscato Rosado,1974,0.0
Muscat à Petits Grains,1974,0.0
Muller Thurgau,1974,0.0
Muscadelle,1974,0.0
Ora,1974,0.0
Palomino,1974,0.0
Petit Manseng,1974,0.0
Peverella,1974,1596138.0
Pinot Blanc,1974,0.0
Pinot Gris,1974,0.0
Prosecco,1974,0.0
Red Veltliner,1974,0.0
Riesling Italico,1974,1413722.0
Riesling Renano,1974,0.0
Sauvignon Blanc(2),1974,71812.0
Sauvignon Gris,1974,0.0
Seara Nova,1974,0.0
Semillon,1974,91675.0
Schonburger,1974,0.0
Sylvaner,1974,0.0
Tocai Friulano,1974,0.0
Trebbiano,1974,10863544.0
Trebbiano Toscano,1974,0.0
Verdea,1974,3216.0
Verdelho,1974,0.0
Verdiso,1974,0.0
Vermentino,1974,8954.0
Vernaccia,1974,114553.0
Viogner ,1974,0.0
Viognier,1974,0.0
Outras(3),1974,200652.0
TINTAS,1975,22593885.0
Alicante Bouschet,1975,0.0
Ancelota,1975,0.0
Aramon,1975,0.0
Alfrocheiro,1975,0.0
Arinarnoa,1975,0.0
Aspirant Bouschet,1975,0.0
Barbera,1975,9017873.0
Bonarda,1975,2564146.0
Cabernet Franc,1975,4262538.0
Cabernet Sauvignon,1975,0.0
Caladoc,1975,0.0
Campanario,1975,0.0
Canaiolo,1975,730961.0
Carignan,1975,0.0
Carmenere,1975,54120.0
Castelão,1975,0.0
Corvina,1975,0.0
Croatina,1975,0.0
Cinsaut,1975,0.0
Dom Felder,1975,0.0
Dolcetto,1975,0.0
Durif,1975,0.0
Egiodola,1975,0.0
Ekigaina,1975,0.0
Festival (Sugraone),1975,0.0
Franconia,1975,0.0
Freisa,1975,1713.0
Gamay St Romain,1975,3498.0
Gamay Beaujolais,1975,0.0
Grand Noir,1975,3056.0
Grenache,1975,30867.0
Jaen,1975,0.0
Lagrein,1975,0.0
Lambrusco,1975,0.0
Malbec,1975,2012.0
Marzemina,1975,132188.0
Merlot,1975,1409406.0
Marselan,1975,0.0
Mistura de uvas viníferas tinto ,1975,0.0
Molinera,1975,0.0
Montepulciano,1975,0.0
Moscato Bailey,1975,0.0
Napa Gamay,1975,0.0
Nebbiolo,1975,0.0
Petit Verdot,1975,0.0
Petite Sirah,1975,0.0
Pinotage,1975,0.0
Pinot Noir,1975,14724.0
Pinot Saint George,1975,0.0
Piriquita,1975,0.0
Primitivo,1975,0.0
Rebo,1975,0.0
Refosco,1975,0.0
Rondinella,1975,0.0
Ruby Cabernet,1975,0.0
Sangiovese,1975,63279.0
Saperavi ,1975,0.0
Sira (falsa),1975,4303504.0
Tannat,1975,0.0
Tempranillo,1975,0.0
Teroldego,1975,0.0
Torrontes,1975,0.0
Tinta Barroca,1975,0.0
Tinta Roriz ,1975,0.0
Touriga Francesa,1975,0.0
Touriga Nacional,1975,0.0
Tinta Madeira,1975,0.0
Tintoria,1975,0.0
Trincdeira,1975,0.0
Trousseau,1975,0.0
Zinfandel,1975,0.0
Outras1,1975,0.0
BRANCAS E ROSADAS,1975,29361700.0
Aliatico,1975,0.0
Aligote,1975,5009.0
Altesse,1975,0.0
Alvarinho,1975,0.0
Arriloba,1975,0.0
Auxerrois,1975,0.0
Burger,1975,0.0
Chardonnay,1975,0.0
Chasselas,1975,0.0
Chenin Blanc,1975,0.0
Clairette(1),1975,139266.0
Colombard,1975,0.0
Flora,1975,0.0
Garganega,1975,0.0
Gewurztraminer,1975,0.0
Gouveio,1975,0.0
Gros Manseng,1975,0.0
Italia (Pirovano 65) (PE),1975,0.0
Maccabeo,1975,0.0
Malvasia,1975,1405733.0
Malvasia Amarela,1975,0.0
Malvasia Bianca,1975,0.0
Malvasia Chianti,1975,0.0
Malvasia Verde,1975,0.0
Malvasia di Candia,1975,0.0
Malvasia Istriana,1975,0.0
Mistura de uvas viníferas branco,1975,0.0
Mistura de uvas viníferas rosado,1975,0.0
Moscato Branco,1975,8716599.0
Moscato Canelli,1975,0.0
Moscato Giallo,1975,0.0
Moscato Nazareno,1975,0.0
Moscato Bianco R2,1975,0.0
Moscato de Alexandria,1975,0.0
Moscato Rosado,1975,0.0
Muscat à Petits Grains,1975,0.0
Muller Thurgau,1975,0.0
Muscadelle,1975,0.0
Ora,1975,0.0
Palomino,1975,715.0
Petit Manseng,1975,0.0
Peverella,1975,2648598.0
Pinot Blanc,1975,479.0
Pinot Gris,1975,0.0
Prosecco,1975,0.0
Red Veltliner,1975,0.0
Riesling Italico,1975,1549553.0
Riesling Renano,1975,0.0
Sauvignon Blanc(2),1975,43487.0
Sauvignon Gris,1975,0.0
Seara Nova,1975,0.0
Semillon,1975,99569.0
Schonburger,1975,0.0
Sylvaner,1975,0.0
Tocai Friulano,1975,0.0
Trebbiano,1975,14335368.0
Trebbiano Toscano,1975,0.0
Verdea,1975,4264.0
Verdelho,1975,0.0
Verdiso,1975,0.0
Vermentino,1975,7070.0
Vernaccia,1975,135975.0
Viogner ,1975,0.0
Viognier,1975,0.0
Outras(3),1975,270015.0
TINTAS,1976,20265190.0
Alicante Bouschet,1976,0.0
Ancelota,1976,0.0
Aramon,1976,0.0
Alfrocheiro,1976,0.0
Arinarnoa,1976,0.0
Aspirant Bouschet,1976,0.0
Barbera,1976,7406493.0
Bonarda,1976,2280229.0
Cabernet Franc,1976,4813859.0
Cabernet Sauvignon,1976,0.0
Caladoc,1976,0.0
Campanario,1976,0.0
Canaiolo,1976,300405.0
Carignan,1976,0.0
Carmenere,1976,35879.0
Castelão,1976,0.0
Corvina,1976,0.0
Croatina,1976,0.0
Cinsaut,1976,0.0
Dom Felder,1976,0.0
Dolcetto,1976,0.0
Durif,1976,0.0
Egiodola,1976,0.0
Ekigaina,1976,0.0
Festival (Sugraone),1976,0.0
Franconia,1976,0.0
Freisa,1976,1098.0
Gamay St Romain,1976,0.0
Gamay Beaujolais,1976,0.0
Grand Noir,1976,1787.0
Grenache,1976,1541.0
Jaen,1976,0.0
Lagrein,1976,0.0
Lambrusco,1976,0.0
Malbec,1976,1992.0
Marzemina,1976,129224.0
Merlot,1976,1538351.0
Marselan,1976,0.0
Mistura de uvas viníferas tinto ,1976,0.0
Molinera,1976,0.0
Montepulciano,1976,0.0
Moscato Bailey,1976,0.0
Napa Gamay,1976,0.0
Nebbiolo,1976,0.0
Petit Verdot,1976,0.0
Petite Sirah,1976,0.0
Pinotage,1976,0.0
Pinot Noir,1976,2204.0
Pinot Saint George,1976,0.0
Piriquita,1976,0.0
Primitivo,1976,0.0
Rebo,1976,0.0
Refosco,1976,0.0
Rondinella,1976,0.0
Ruby Cabernet,1976,0.0
Sangiovese,1976,46663.0
Saperavi ,1976,0.0
Sira (falsa),1976,3705465.0
Tannat,1976,0.0
Tempranillo,1976,0.0
Teroldego,1976,0.0
Torrontes,1976,0.0
Tinta Barroca,1976,0.0
Tinta Roriz ,1976,0.0
Touriga Francesa,1976,0.0
Touriga Nacional,1976,0.0
Tinta Madeira,1976,0.0
Tintoria,1976,0.0
Trincdeira,1976,0.0
Trousseau,1976,0.0
Zinfandel,1976,0.0
Outras1,1976,0.0
BRANCAS E ROSADAS,1976,29805536.0
Aliatico,1976,0.0
Aligote,1976,372.0
Altesse,1976,0.0
Alvarinho,1976,0.0
Arriloba,1976,0.0
Auxerrois,1976,0.0
Burger,1976,0.0
Chardonnay,1976,0.0
Chasselas,1976,271.0
Chenin Blanc,1976,0.0
Clairette(1),1976,144596.0
Colombard,1976,0.0
Flora,1976,0.0
Garganega,1976,0.0
Gewurztraminer,1976,0.0
Gouveio,1976,0.0
Gros Manseng,1976,0.0
Italia (Pirovano 65) (PE),1976,0.0
Maccabeo,1976,0.0
Malvasia,1976,332150.0
Malvasia Amarela,1976,0.0
Malvasia Bianca,1976,0.0
Malvasia Chianti,1976,0.0
Malvasia Verde,1976,0.0
Malvasia di Candia,1976,0.0
Malvasia Istriana,1976,0.0
Mistura de uvas viníferas branco,1976,0.0
Mistura de uvas viníferas rosado,1976,0.0
Moscato Branco,1976,9297817.0
Moscato Canelli,1976,0.0
Moscato Giallo,1976,0.0
Moscato Nazareno,1976,0.0
Moscato Bianco R2,1976,0.0
Moscato de Alexandria,1976,0.0
Moscato Rosado,1976,0.0
Muscat à Petits Grains,1976,0.0
Muller Thurgau,1976,0.0
Muscadelle,1976,0.0
