Nome,Ano,Quantidade (Kg)
Dut Chess,1987,0
Goethe,1987,178750
IAC,1987,0
Juliana,1987,0
Martha,1987,3200
Mistura de uvas americanas,1987,0
Moscato Embrapa,1987,0
Niagara,1987,12590860
Niagara Branca,1987,0
Niagara Rosada,1987,0
Poloske,1987,0
Seleções,1987,0
Seyve Villard,1987,2777664
Seyve Villard 5276,1987,0
Seyve Villard 12375,1987,0
Tardia de Caxias,1987,0
Outras(2),1987,0
TINTAS,1988,359389651
Bacarina,1988,0
Bailey,1988,0
Bordo,1988,34047360
Bourdin (S),1988,0
BRS Carmen,1988,0
BRS Cora,1988,0
BRS Magna,1988,0
BRS Margot,1988,0
BRS Morena,1988,0
BRS Núbia ,1988,0
BRS Rúbea,1988,0
BRS Violeta,1988,0
BRS Vitória,1988,0
Champagnon (Champanheta),1988,0
Coleções,1988,0
Concord,1988,16295035
Concord clone 30,1988,0
Couderc,1988,6141396
Cynthiana(1),1988,397685
Herbemont,1988,46197631
IAC 138022,1988,0
Isabel,1988,235678802
Isabel Precoce,1988,0
Jacquez,1988,841551
Kyoko,1988,0
Landot,1988,8728
Mistura de uvas americanas tinto,1988,0
Oberlin,1988,460
Othello,1988,91992
Paco,1988,0
Patricia,1988,0
Seibel,1988,19689011
Seibel 2 (seibeleto),1988,0
Seyve Willard (Tinta),1988,0
Vênus,1988,0
BRANCAS E ROSADAS,1988,27423226
Baco,1988,0
Bokay,1988,0
BRS Bibiana ,1988,0
BRS Clara,1988,0
BRS Lorena,1988,0
Couderc 13,1988,2218296
Delaware,1988,0
Dona Zillá,1988,0
Dut Chess,1988,0
Goethe,1988,433377
IAC,1988,0
Juliana,1988,0
Martha,1988,5482
Mistura de uvas americanas,1988,0
Moscato Embrapa,1988,0
Niagara,1988,18884834
Niagara Branca,1988,0
Niagara Rosada,1988,0
Poloske,1988,0
Seleções,1988,0
Seyve Villard,1988,5881237
Seyve Villard 5276,1988,0
Seyve Villard 12375,1988,0
Tardia de Caxias,1988,0
Outras(2),1988,0
TINTAS,1989,254480942
Bacarina,1989,0
Bailey,1989,0
Bordo,1989,32102192
Bourdin (S),1989,0
BRS Carmen,1989,0
BRS Cora,1989,0
BRS Magna,1989,0
BRS Margot,1989,0
BRS Morena,1989,0
BRS Núbia ,1989,0
BRS Rúbea,1989,0
BRS Violeta,1989,0
BRS Vitória,1989,0
Champagnon (Champanheta),1989,0
Coleções,1989,0
Concord,1989,12222671
Concord clone 30,1989,0
Couderc,1989,8457905
Cynthiana(1),1989,327562
Herbemont,1989,29443570
IAC 138022,1989,0
Isabel,1989,159406823
Isabel Precoce,1989,0
Jacquez,1989,804883
Kyoko,1989,0
Landot,1989,2005
Mistura de uvas americanas tinto,1989,0
Oberlin,1989,276
Othello,1989,72780
Paco,1989,0
Patricia,1989,0
Seibel,1989,11640275
Seibel 2 (seibeleto),1989,0
Seyve Willard (Tinta),1989,0
Vênus,1989,0
BRANCAS E ROSADAS,1989,25521025
Baco,1989,448
Bokay,1989,0
BRS Bibiana ,1989,0
BRS Clara,1989,0
BRS Lorena,1989,0
Couderc 13,1989,2614887
Delaware,1989,0
Dona Zillá,1989,0
Dut Chess,1989,0
Goethe,1989,328972
IAC,1989,0
Juliana,1989,0
Martha,1989,8930
Mistura de uvas americanas,1989,0
Moscato Embrapa,1989,0
Niagara,1989,17211883
Niagara Branca,1989,245263
Niagara Rosada,1989,118763
Poloske,1989,0
Seleções,1989,0
Seyve Villard,1989,4991879
Seyve Villard 5276,1989,0
Seyve Villard 12375,1989,0
Tardia de Caxias,1989,0
Outras(2),1989,0
TINTAS,1990,314756312
Bacarina,1990,0
Bailey,1990,0
Bordo,1990,32681255
Bourdin (S),1990,0
BRS Carmen,1990,0
BRS Cora,1990,0
BRS Magna,1990,0
BRS Margot,1990,0
BRS Morena,1990,0
BRS Núbia ,1990,0
BRS Rúbea,1990,0
BRS Violeta,1990,0
BRS Vitória,1990,0
Champagnon (Champanheta),1990,0
Coleções,1990,0
Concord,1990,15417034
Concord clone 30,1990,0
Couderc,1990,6959591
Cynthiana(1),1990,342604
Herbemont,1990,33234026
IAC 138022,1990,0
Isabel,1990,210877130
Isabel Precoce,1990,0
Jacquez,1990,995409
Kyoko,1990,0
Landot,1990,3243
Mistura de uvas americanas tinto,1990,0
Oberlin,1990,91
Othello,1990,57552
Paco,1990,0
Patricia,1990,0
Seibel,1990,14188377
Seibel 2 (seibeleto),1990,0
Seyve Willard (Tinta),1990,0
Vênus,1990,0
BRANCAS E ROSADAS,1990,28728839
Baco,1990,739
Bokay,1990,0
BRS Bibiana ,1990,0
BRS Clara,1990,0
BRS Lorena,1990,0
Couderc 13,1990,2790853
Delaware,1990,0
Dona Zillá,1990,0
Dut Chess,1990,0
Goethe,1990,472611
IAC,1990,0
Juliana,1990,0
Martha,1990,4001
Mistura de uvas americanas,1990,0
Moscato Embrapa,1990,0
Niagara,1990,20800524
Niagara Branca,1990,0
Niagara Rosada,1990,477502
Poloske,1990,0
Seleções,1990,0
Seyve Villard,1990,4182609
Seyve Villard 5276,1990,0
Seyve Villard 12375,1990,0
Tardia de Caxias,1990,0
Outras(2),1990,0
TINTAS,1991,217625877
Bacarina,1991,0
Bailey,1991,0
Bordo,1991,28036345
Bourdin (S),1991,0
BRS Carmen,1991,0
BRS Cora,1991,0
BRS Magna,1991,0
BRS Margot,1991,0
BRS Morena,1991,0
BRS Núbia ,1991,0
BRS Rúbea,1991,0
BRS Violeta,1991,0
BRS Vitória,1991,0
Champagnon (Champanheta),1991,0
Coleções,1991,0
Concord,1991,14941796
Concord clone 30,1991,0
Couderc,1991,5270323
Cynthiana(1),1991,221319
Herbemont,1991,24856167
IAC 138022,1991,0
Isabel,1991,132328198
Isabel Precoce,1991,0
Jacquez,1991,1687679
Kyoko,1991,0
Landot,1991,5831
Mistura de uvas americanas tinto,1991,0
Oberlin,1991,0
Othello,1991,50940
Paco,1991,0
Patricia,1991,0
Seibel,1991,10227279
Seibel 2 (seibeleto),1991,0
Seyve Willard (Tinta),1991,0
Vênus,1991,0
BRANCAS E ROSADAS,1991,23233994
Baco,1991,1699
Bokay,1991,0
BRS Bibiana ,1991,0
BRS Clara,1991,0
BRS Lorena,1991,0
Couderc 13,1991,2506363
Delaware,1991,0
Dona Zillá,1991,0
Dut Chess,1991,0
Goethe,1991,431040
IAC,1991,0
Juliana,1991,0
Martha,1991,1449
Mistura de uvas americanas,1991,0
Moscato Embrapa,1991,0
Niagara,1991,17234514
Niagara Branca,1991,0
Niagara Rosada,1991,245082
Poloske,1991,0
Seleções,1991,0
Seyve Villard,1991,2813847
Seyve Villard 5276,1991,0
Seyve Villard 12375,1991,0
Tardia de Caxias,1991,0
Outras(2),1991,0
TINTAS,1992,263373326
Bacarina,1992,0
Bailey,1992,0
Bordo,1992,32595535
Bourdin (S),1992,0
BRS Carmen,1992,0
BRS Cora,1992,0
BRS Magna,1992,0
BRS Margot,1992,0
BRS Morena,1992,0
BRS Núbia ,1992,0
BRS Rúbea,1992,0
BRS Violeta,1992,0
BRS Vitória,1992,0
Champagnon (Champanheta),1992,0
Coleções,1992,0
Concord,1992,14188621
Concord clone 30,1992,0
Couderc,1992,6545413
Cynthiana(1),1992,321747
Herbemont,1992,29784144
IAC 138022,1992,0
Isabel,1992,164527740
Isabel Precoce,1992,0
Jacquez,1992,1586195
Kyoko,1992,0
Landot,1992,1472
Mistura de uvas americanas tinto,1992,0
Oberlin,1992,0
Othello,1992,37109
Paco,1992,0
Patricia,1992,0
Seibel,1992,13785350
Seibel 2 (seibeleto),1992,0
Seyve Willard (Tinta),1992,0
Vênus,1992,0
BRANCAS E ROSADAS,1992,19198967
Baco,1992,1262
Bokay,1992,0
BRS Bibiana ,1992,0
BRS Clara,1992,0
BRS Lorena,1992,0
Couderc 13,1992,3007751
Delaware,1992,0
Dona Zillá,1992,0
Dut Chess,1992,0
Goethe,1992,74765
IAC,1992,0
Juliana,1992,0
Martha,1992,2100
Mistura de uvas americanas,1992,0
Moscato Embrapa,1992,0
Niagara,1992,12657729
Niagara Branca,1992,0
Niagara Rosada,1992,388417
Poloske,1992,0
Seleções,1992,0
Seyve Villard,1992,3066943
Seyve Villard 5276,1992,0
Seyve Villard 12375,1992,0
Tardia de Caxias,1992,0
Outras(2),1992,0
TINTAS,1993,258584904
Bacarina,1993,0
Bailey,1993,0
Bordo,1993,31680138
Bourdin (S),1993,0
BRS Carmen,1993,0
BRS Cora,1993,0
BRS Magna,1993,0
BRS Margot,1993,0
BRS Morena,1993,0
BRS Núbia ,1993,0
BRS Rúbea,1993,0
BRS Violeta,1993,0
BRS Vitória,1993,0
Champagnon (Champanheta),1993,0
Coleções,1993,0
Concord,1993,19215089
Concord clone 30,1993,0
Couderc,1993,7880808
Cynthiana(1),1993,394647
Herbemont,1993,25696041
IAC 138022,1993,0
Isabel,1993,160040350
Isabel Precoce,1993,0
Jacquez,1993,1511782
Kyoko,1993,0
Landot,1993,575
Mistura de uvas americanas tinto,1993,0
Oberlin,1993,0
Othello,1993,65870
Paco,1993,0
Patricia,1993,0
Seibel,1993,12099604
Seibel 2 (seibeleto),1993,0
Seyve Willard (Tinta),1993,0
Vênus,1993,0
BRANCAS E ROSADAS,1993,28443405
Baco,1993,0
Bokay,1993,0
BRS Bibiana ,1993,0
BRS Clara,1993,0
BRS Lorena,1993,0
Couderc 13,1993,2841307
Delaware,1993,0
Dona Zillá,1993,0
Dut Chess,1993,0
Goethe,1993,76160
IAC,1993,0
Juliana,1993,0
Martha,1993,0
Mistura de uvas americanas,1993,0
Moscato Embrapa,1993,0
Niagara,1993,21246181
Niagara Branca,1993,0
Niagara Rosada,1993,919565
Poloske,1993,0
Seleções,1993,0
Seyve Villard,1993,3360192
Seyve Villard 5276,1993,0
Seyve Villard 12375,1993,0
Tardia de Caxias,1993,0
Outras(2),1993,0
TINTAS,1994,298954232
Bacarina,1994,0
Bailey,1994,0
Bordo,1994,35680856
Bourdin (S),1994,78952
BRS Carmen,1994,0
BRS Cora,1994,0
BRS Magna,1994,0
BRS Margot,1994,0
BRS Morena,1994,0
BRS Núbia ,1994,0
BRS Rúbea,1994,0
BRS Violeta,1994,0
BRS Vitória,1994,0
Champagnon (Champanheta),1994,0
Coleções,1994,0
Concord,1994,21325339
Concord clone 30,1994,0
Couderc,1994,10306977
Cynthiana(1),1994,304456
Herbemont,1994,29001540
IAC 138022,1994,508580
Isabel,1994,176725596
Isabel Precoce,1994,0
Jacquez,1994,4133466
Kyoko,1994,0
Landot,1994,1760
Mistura de uvas americanas tinto,1994,0
Oberlin,1994,62
Othello,1994,70019
Paco,1994,0
Patricia,1994,0
Seibel,1994,20816629
Seibel 2 (seibeleto),1994,0
Seyve Willard (Tinta),1994,0
Vênus,1994,0
BRANCAS E ROSADAS,1994,29216963
Baco,1994,1952
Bokay,1994,0
BRS Bibiana ,1994,0
BRS Clara,1994,0
BRS Lorena,1994,0
Couderc 13,1994,2341773
Delaware,1994,0
Dona Zillá,1994,0
Dut Chess,1994,0
Goethe,1994,361587
IAC,1994,0
Juliana,1994,0
Martha,1994,0
Mistura de uvas americanas,1994,0
Moscato Embrapa,1994,0
Niagara,1994,21892480
Niagara Branca,1994,94323
Niagara Rosada,1994,1552087
Poloske,1994,0
Seleções,1994,0
Seyve Villard,1994,2818418
Seyve Villard 5276,1994,0
Seyve Villard 12375,1994,154343
Tardia de Caxias,1994,0
Outras(2),1994,0
TINTAS,1995,313953430
Bacarina,1995,0
Bailey,1995,0
Bordo,1995,36409536
Bourdin (S),1995,0
BRS Carmen,1995,0
BRS Cora,1995,0
BRS Magna,1995,0
BRS Margot,1995,0
BRS Morena,1995,0
BRS Núbia ,1995,0
BRS Rúbea,1995,0
BRS Violeta,1995,0
BRS Vitória,1995,0
Champagnon (Champanheta),1995,0
Coleções,1995,0
Concord,1995,19710821
Concord clone 30,1995,0
Couderc,1995,8015634
Cynthiana(1),1995,368619
Herbemont,1995,31362294
IAC 138022,1995,0
Isabel,1995,199803720
Isabel Precoce,1995,0
Jacquez,1995,1662439
Kyoko,1995,0
Landot,1995,935
Mistura de uvas americanas tinto,1995,0
Oberlin,1995,0
Othello,1995,43847
Paco,1995,0
Patricia,1995,0
Seibel,1995,16575585
Seibel 2 (seibeleto),1995,0
Seyve Willard (Tinta),1995,0
Vênus,1995,0
BRANCAS E ROSADAS,1995,30114221
Baco,1995,1048
Bokay,1995,0
BRS Bibiana ,1995,0
BRS Clara,1995,0
BRS Lorena,1995,0
Couderc 13,1995,3376162
Delaware,1995,0
Dona Zillá,1995,0
Dut Chess,1995,0
Goethe,1995,47140
IAC,1995,0
Juliana,1995,0
Martha,1995,4454
Mistura de uvas americanas,1995,0
Moscato Embrapa,1995,0
Niagara,1995,22138607
Niagara Branca,1995,0
Niagara Rosada,1995,1454485
Poloske,1995,0
Seleções,1995,0
Seyve Villard,1995,3092325
Seyve Villard 5276,1995,0
Seyve Villard 12375,1995,0
Tardia de Caxias,1995,0
Outras(2),1995,0
TINTAS,1996,231499856
Bacarina,1996,0
Bailey,1996,0
Bordo,1996,31280138
Bourdin (S),1996,0
BRS Carmen,1996,0
BRS Cora,1996,0
BRS Magna,1996,0
BRS Margot,1996,0
BRS Morena,1996,0
BRS Núbia ,1996,0
BRS Rúbea,1996,0
BRS Violeta,1996,0
BRS Vitória,1996,0
Champagnon (Champanheta),1996,0
Coleções,1996,0
Concord,1996,16894753
Concord clone 30,1996,0
Couderc,1996,8736532
Cynthiana(1),1996,415262
Herbemont,1996,21055147
IAC 138022,1996,0
Isabel,1996,137107664
Isabel Precoce,1996,0
Jacquez,1996,1817283
Kyoko,1996,0
Landot,1996,0
Mistura de uvas americanas tinto,1996,0
Oberlin,1996,0
Othello,1996,25953
Paco,1996,0
Patricia,1996,0
Seibel,1996,14167124
Seibel 2 (seibeleto),1996,0
Seyve Willard (Tinta),1996,0
Vênus,1996,0
BRANCAS E ROSADAS,1996,21299828
Baco,1996,1482
Bokay,1996,0
BRS Bibiana ,1996,0
BRS Clara,1996,0
BRS Lorena,1996,0
Couderc 13,1996,2627423
Delaware,1996,0
Dona Zillá,1996,0
Dut Chess,1996,0
Goethe,1996,341189
IAC,1996,0
Juliana,1996,0
Martha,1996,995
Mistura de uvas americanas,1996,0
Moscato Embrapa,1996,0
Niagara,1996,14560449
Niagara Branca,1996,15406
Niagara Rosada,1996,1391996
Poloske,1996,0
Seleções,1996,0
Seyve Villard,1996,2311312
Seyve Villard 5276,1996,0
Seyve Villard 12375,1996,0
Tardia de Caxias,1996,0
Outras(2),1996,49576
TINTAS,1997,276583456
Bacarina,1997,0
Bailey,1997,0
Bordo,1997,32904803
Bourdin (S),1997,0
BRS Carmen,1997,0
BRS Cora,1997,0
BRS Magna,1997,0
BRS Margot,1997,0
BRS Morena,1997,0
BRS Núbia ,1997,0
BRS Rúbea,1997,0
BRS Violeta,1997,0
BRS Vitória,1997,0
Champagnon (Champanheta),1997,0
Coleções,1997,0
Concord,1997,25314872
Concord clone 30,1997,0
Couderc,1997,10236308
Cynthiana(1),1997,470750
Herbemont,1997,24288342
IAC 138022,1997,0
Isabel,1997,162509173
Isabel Precoce,1997,0
Jacquez,1997,1913297
Kyoko,1997,0
Landot,1997,0
Mistura de uvas americanas tinto,1997,0
Oberlin,1997,0
Othello,1997,31225
Paco,1997,0
Patricia,1997,0
Seibel,1997,18914686
Seibel 2 (seibeleto),1997,0
Seyve Willard (Tinta),1997,0
Vênus,1997,0
BRANCAS E ROSADAS,1997,42990852
Baco,1997,1030
Bokay,1997,0
BRS Bibiana ,1997,0
BRS Clara,1997,0
BRS Lorena,1997,0
Couderc 13,1997,3702369
Delaware,1997,0
Dona Zillá,1997,0
Dut Chess,1997,0
Goethe,1997,337063
IAC,1997,0
Juliana,1997,0
Martha,1997,9311
Mistura de uvas americanas,1997,0
Moscato Embrapa,1997,0
Niagara,1997,30382883
Niagara Branca,1997,0
Niagara Rosada,1997,6321306
Poloske,1997,0
Seleções,1997,0
Seyve Villard,1997,0
Seyve Villard 5276,1997,0
Seyve Villard 12375,1997,2219710
Tardia de Caxias,1997,0
Outras(2),1997,17180
TINTAS,1998,242607184
Bacarina,1998,0
Bailey,1998,0
Bordo,1998,34014727
Bourdin (S),1998,7270
BRS Carmen,1998,0
BRS Cora,1998,0
BRS Magna,1998,0
BRS Margot,1998,0
BRS Morena,1998,0
BRS Núbia ,1998,0
BRS Rúbea,1998,0
BRS Violeta,1998,0
BRS Vitória,1998,0
Champagnon (Champanheta),1998,0
Coleções,1998,0
Concord,1998,21850423
Concord clone 30,1998,0
Couderc,1998,9098481
Cynthiana(1),1998,292590
Herbemont,1998,17315058
IAC 138022,1998,0
Isabel,1998,143410394
Isabel Precoce,1998,0
Jacquez,1998,2221138
Kyoko,1998,0
Landot,1998,0
Mistura de uvas americanas tinto,1998,0
Oberlin,1998,2826
Othello,1998,55456
Paco,1998,0
Patricia,1998,0
Seibel,1998,14338821
Seibel 2 (seibeleto),1998,0
Seyve Willard (Tinta),1998,0
Vênus,1998,0
BRANCAS E ROSADAS,1998,25221416
Baco,1998,1012
Bokay,1998,0
BRS Bibiana ,1998,0
BRS Clara,1998,0
BRS Lorena,1998,0
Couderc 13,1998,2598439
Delaware,1998,0
Dona Zillá,1998,0
Dut Chess,1998,16342
Goethe,1998,322158
IAC,1998,0
Juliana,1998,0
Martha,1998,4307
Mistura de uvas americanas,1998,0
Moscato Embrapa,1998,0
Niagara,1998,16338939
Niagara Branca,1998,0
Niagara Rosada,1998,4312102
Poloske,1998,0
Seleções,1998,0
Seyve Villard,1998,1564884
Seyve Villard 5276,1998,0
Seyve Villard 12375,1998,63233
Tardia de Caxias,1998,0
Outras(2),1998,0
TINTAS,1999,327487348
Bacarina,1999,0
Bailey,1999,0
Bordo,1999,40736069
Bourdin (S),1999,0
BRS Carmen,1999,0
BRS Cora,1999,0
BRS Magna,1999,0
BRS Margot,1999,0
BRS Morena,1999,0
BRS Núbia ,1999,0
BRS Rúbea,1999,0
BRS Violeta,1999,0
BRS Vitória,1999,0
Champagnon (Champanheta),1999,0
Coleções,1999,0
Concord,1999,21225797
Concord clone 30,1999,0
Couderc,1999,15235782
Cynthiana(1),1999,501809
Herbemont,1999,25009687
IAC 138022,1999,0
Isabel,1999,195025199
Isabel Precoce,1999,0
Jacquez,1999,1735671
Kyoko,1999,0
Landot,1999,0
Mistura de uvas americanas tinto,1999,0
Oberlin,1999,0
Othello,1999,70987
Paco,1999,0
Patricia,1999,0
Seibel,1999,27946347
Seibel 2 (seibeleto),1999,0
Seyve Willard (Tinta),1999,0
Vênus,1999,0
BRANCAS E ROSADAS,1999,41020063
Baco,1999,106
Bokay,1999,0
BRS Bibiana ,1999,0
BRS Clara,1999,0
BRS Lorena,1999,0
Couderc 13,1999,4524048
Delaware,1999,0
Dona Zillá,1999,0
Dut Chess,1999,15706
Goethe,1999,318742
IAC,1999,0
Juliana,1999,0
Martha,1999,5128
Mistura de uvas americanas,1999,0
Moscato Embrapa,1999,51522
Niagara,1999,1467529
Niagara Branca,1999,26743235
Niagara Rosada,1999,5387168
Poloske,1999,0
Seleções,1999,0
Seyve Villard,1999,1741794
Seyve Villard 5276,1999,0
Seyve Villard 12375,1999,426691
Tardia de Caxias,1999,0
Outras(2),1999,338394
TINTAS,2000,397963584
Bacarina,2000,0
Bailey,2000,0
Bordo,2000,52382471
Bourdin (S),2000,0
BRS Carmen,2000,0
BRS Cora,2000,0
BRS Magna,2000,0
BRS Margot,2000,0
BRS Morena,2000,0
BRS Núbia ,2000,0
BRS Rúbea,2000,6716
BRS Violeta,2000,0
BRS Vitória,2000,0
Champagnon (Champanheta),2000,0
Coleções,2000,0
Concord,2000,30977892
Concord clone 30,2000,0
Couderc,2000,18482712
Cynthiana(1),2000,655439
Herbemont,2000,25932525
IAC 138022,2000,0
Isabel,2000,237507385
Isabel Precoce,2000,0
Jacquez,2000,0
Kyoko,2000,0
Landot,2000,223
Mistura de uvas americanas tinto,2000,0
Oberlin,2000,4380
Othello,2000,80659
Paco,2000,0
Patricia,2000,0
Seibel,2000,31253537
Seibel 2 (seibeleto),2000,0
Seyve Willard (Tinta),2000,679645
Vênus,2000,0
BRANCAS E ROSADAS,2000,49381965
Baco,2000,0
Bokay,2000,0
BRS Bibiana ,2000,0
BRS Clara,2000,0
BRS Lorena,2000,0
Couderc 13,2000,6123476
Delaware,2000,0
Dona Zillá,2000,89841
Dut Chess,2000,0
Goethe,2000,501930
IAC,2000,0
Juliana,2000,0
Martha,2000,10397
Mistura de uvas americanas,2000,0
Moscato Embrapa,2000,73931
Niagara,2000,0
Niagara Branca,2000,29969046
Niagara Rosada,2000,10125596
Poloske,2000,0
Seleções,2000,0
Seyve Villard,2000,982857
Seyve Villard 5276,2000,0
Seyve Villard 12375,2000,1447387
Tardia de Caxias,2000,0
Outras(2),2000,57504
TINTAS,2001,324932786
Bacarina,2001,0
Bailey,2001,425674
Bordo,2001,42098781
Bourdin (S),2001,0
BRS Carmen,2001,0
BRS Cora,2001,0
BRS Magna,2001,0
BRS Margot,2001,0
BRS Morena,2001,0
BRS Núbia ,2001,0
BRS Rúbea,2001,32167
BRS Violeta,2001,0
BRS Vitória,2001,0
Champagnon (Champanheta),2001,0
Coleções,2001,0
Concord,2001,32948855
Concord clone 30,2001,0
Couderc,2001,17623308
Cynthiana(1),2001,788473
Herbemont,2001,17762997
IAC 138022,2001,0
Isabel,2001,188547951
Isabel Precoce,2001,0
Jacquez,2001,0
Kyoko,2001,0
Landot,2001,1585
Mistura de uvas americanas tinto,2001,0
Oberlin,2001,0
Othello,2001,155060
Paco,2001,0
Patricia,2001,0
Seibel,2001,20842760
Seibel 2 (seibeleto),2001,2842841
Seyve Willard (Tinta),2001,862334
Vênus,2001,0
BRANCAS E ROSADAS,2001,61332258
Baco,2001,0
Bokay,2001,0
BRS Bibiana ,2001,0
BRS Clara,2001,0
BRS Lorena,2001,0
Couderc 13,2001,7809061
Delaware,2001,0
Dona Zillá,2001,251529
Dut Chess,2001,0
Goethe,2001,379003
IAC,2001,0
Juliana,2001,0
Martha,2001,16353
Mistura de uvas americanas,2001,0
Moscato Embrapa,2001,875554
Niagara,2001,0
Niagara Branca,2001,34145485
Niagara Rosada,2001,16150486
Poloske,2001,0
Seleções,2001,0
Seyve Villard,2001,726630
Seyve Villard 5276,2001,0
Seyve Villard 12375,2001,936740
Tardia de Caxias,2001,25735
Outras(2),2001,15682
TINTAS,2002,369274630
Bacarina,2002,18100
Bailey,2002,12421
Bordo,2002,54989827
Bourdin (S),2002,0
BRS Carmen,2002,0
BRS Cora,2002,0
BRS Magna,2002,0
BRS Margot,2002,0
BRS Morena,2002,0
BRS Núbia ,2002,0
BRS Rúbea,2002,68948
BRS Violeta,2002,0
BRS Vitória,2002,0
Champagnon (Champanheta),2002,5905
Coleções,2002,490
Concord,2002,34686034
Concord clone 30,2002,0
Couderc,2002,20199921
Cynthiana(1),2002,741160
Herbemont,2002,15343264
IAC 138022,2002,0
Isabel,2002,211737269
Isabel Precoce,2002,0
Jacquez,2002,24008333
Kyoko,2002,0
Landot,2002,0
Mistura de uvas americanas tinto,2002,0
Oberlin,2002,2610
Othello,2002,0
Paco,2002,0
Patricia,2002,0
Seibel,2002,4101
Seibel 2 (seibeleto),2002,6693445
Seyve Willard (Tinta),2002,762802
Vênus,2002,0
BRANCAS E ROSADAS,2002,57315866
Baco,2002,155
Bokay,2002,0
BRS Bibiana ,2002,0
BRS Clara,2002,0
BRS Lorena,2002,0
Couderc 13,2002,7605912
Delaware,2002,5360
Dona Zillá,2002,83222
Dut Chess,2002,0
Goethe,2002,463452
IAC,2002,0
Juliana,2002,0
Martha,2002,15890
Mistura de uvas americanas,2002,0
Moscato Embrapa,2002,1149812
Niagara,2002,0
Niagara Branca,2002,36195634
Niagara Rosada,2002,10417448
Poloske,2002,0
Seleções,2002,0
Seyve Villard,2002,423282
Seyve Villard 5276,2002,0
Seyve Villard 12375,2002,867152
Tardia de Caxias,2002,19580
Outras(2),2002,68967
TINTAS,2003,286752289
Bacarina,2003,15505
Bailey,2003,7917
Bordo,2003,39213494
Bourdin (S),2003,0
BRS Carmen,2003,0
BRS Cora,2003,0
BRS Magna,2003,0
BRS Margot,2003,0
BRS Morena,2003,0
BRS Núbia ,2003,0
BRS Rúbea,2003,74254
BRS Violeta,2003,0
BRS Vitória,2003,0
Champagnon (Champanheta),2003,26979
Coleções,2003,0
Concord,2003,27455055
Concord clone 30,2003,0
Couderc,2003,22395538
Cynthiana(1),2003,809515
Herbemont,2003,17060345
IAC 138022,2003,0
Isabel,2003,151317201
Isabel Precoce,2003,0
Jacquez,2003,20945416
Kyoko,2003,0
Landot,2003,0
Mistura de uvas americanas tinto,2003,0
Oberlin,2003,2230
Othello,2003,0
Paco,2003,0
Patricia,2003,0
Seibel,2003,2550
Seibel 2 (seibeleto),2003,6423177
Seyve Willard (Tinta),2003,1003113
Vênus,2003,0
BRANCAS E ROSADAS,2003,53156823
Baco,2003,0
Bokay,2003,0
BRS Bibiana ,2003,0
BRS Clara,2003,0
BRS Lorena,2003,0
Couderc 13,2003,8908218
Delaware,2003,0
Dona Zillá,2003,105665
Dut Chess,2003,0
Goethe,2003,246111
IAC,2003,0
Juliana,2003,0
Martha,2003,8845
Mistura de uvas americanas,2003,0
Moscato Embrapa,2003,1445602
Niagara,2003,0
Niagara Branca,2003,31185522
Niagara Rosada,2003,9527834
Poloske,2003,0
Seleções,2003,0
Seyve Villard,2003,994378
Seyve Villard 5276,2003,0
Seyve Villard 12375,2003,0
Tardia de Caxias,2003,23276
Outras(2),2003,711372
TINTAS,2004,447942704
Bacarina,2004,17570
Bailey,2004,35614
Bordo,2004,70888283
Bourdin (S),2004,0
BRS Carmen,2004,0
BRS Cora,2004,0
BRS Magna,2004,0
BRS Margot,2004,0
BRS Morena,2004,0
BRS Núbia ,2004,0
BRS Rúbea,2004,230237
BRS Violeta,2004,0
BRS Vitória,2004,0
Champagnon (Champanheta),2004,23144
Coleções,2004,5386
Concord,2004,36107207
Concord clone 30,2004,0
Couderc,2004,30938797
Cynthiana(1),2004,1093197
Herbemont,2004,18289740
IAC 138022,2004,0
Isabel,2004,245112515
Isabel Precoce,2004,0
Jacquez,2004,31496317
Kyoko,2004,0
Landot,2004,0
Mistura de uvas americanas tinto,2004,0
Oberlin,2004,4470
Othello,2004,0
Paco,2004,0
Patricia,2004,0
Seibel,2004,6249764
Seibel 2 (seibeleto),2004,6330118
Seyve Willard (Tinta),2004,1120345
Vênus,2004,0
BRANCAS E ROSADAS,2004,68479972
Baco,2004,0
Bokay,2004,0
BRS Bibiana ,2004,0
BRS Clara,2004,0
BRS Lorena,2004,151131
Couderc 13,2004,9332646
Delaware,2004,0
Dona Zillá,2004,51939
Dut Chess,2004,0
Goethe,2004,514160
IAC,2004,0
Juliana,2004,0
Martha,2004,17610
Mistura de uvas americanas,2004,0
Moscato Embrapa,2004,2328928
Niagara,2004,0
Niagara Branca,2004,41747941
Niagara Rosada,2004,12632861
Poloske,2004,0
Seleções,2004,0
Seyve Villard,2004,1029919
Seyve Villard 5276,2004,661492
Seyve Villard 12375,2004,0
Tardia de Caxias,2004,11345
Outras(2),2004,0
TINTAS,2005,359381282
Bacarina,2005,21520
Bailey,2005,66503
Bordo,2005,64174362
Bourdin (S),2005,0
BRS Carmen,2005,0
BRS Cora,2005,0
BRS Magna,2005,0
BRS Margot,2005,0
BRS Morena,2005,0
BRS Núbia ,2005,0
BRS Rúbea,2005,308905
BRS Violeta,2005,0
BRS Vitória,2005,0
Champagnon (Champanheta),2005,5643
Coleções,2005,10905
Concord,2005,37460265
Concord clone 30,2005,0
Couderc,2005,25596933
Cynthiana(1),2005,977034
