Produto,Ano,Quantidade (kg)
  Vinho acetificado,2013,3154800
  Vinho base para espumantes,2013,0
  Vinho composto,2013,595513
  Vinho licoroso,2013,609153
  Vinho leve,2013,0
  Vinho gaseificado,2013,0
VINHO DE MESA,2014,206404427
  Tinto,2014,178250072
  Rosado,2014,1419855
  Branco,2014,26734500
VINHO  FINO DE MESA,2014,20424983
  Tinto,2014,15354938
  Rosado,2014,164219
  Branco,2014,4905826
VINHO FRIZANTE,2014,1893469
VINHO ORGÂNICO,2014,0
VINHO ESPECIAL,2014,7231
  Tinto,2014,7231
  Rosado,2014,0
  Branco,2014,0
ESPUMANTES ,2014,17191075
  Espumante  Moscatel,2014,4588465
  Espumante,2014,12602610
  Espumante Orgânico,2014,0
SUCO DE UVAS,2014,88013377
  Suco Natural Integral,2014,0
  Suco Adoçado,2014,0
  Suco Reprocessado/reconstituido,2014,0
  Suco Orgânico,2014,0
  Outros sucos de uvas,2014,0
SUCO DE UVAS CONCENTRADO,2014,39359935
OUTROS PRODUTOS COMERCIALIZADOS,2014,34963296
  Outros vinhos (sem informação detalhada),2014,0
"  Agrin (fermentado, acetico misto)",2014,0
  Aguardente de vinho 50°gl,2014,0
  Alcool vinico,2014,0
  Bagaceira (graspa),2014,14472
  Base champenoise champanha,2014,46476
  Base charmat champanha,2014,75067
  Base espumante moscatel,2014,37395
  Bebida de uva,2014,70999
  Borra líquida,2014,33381
  Borra seca,2014,106400
  Brandy (conhaque),2014,6625
  Cooler,2014,4045218
  Coquetel com vinho,2014,736496
  Destilado de vinho,2014,150
  Filtrado doce,2014,6267047
  Jeropiga,2014,64937
  Mistelas,2014,948
  Mosto concentrado,2014,0
  Mosto de uva,2014,1818425
  Mosto sulfitado,2014,0
  Nectar de uva,2014,3488907
  Outros produtos,2014,639191
  Polpa de uva,2014,2358125
  Preparado líquido para refresco,2014,259320
  Refrigerante +50% suco,2014,0
  Sangria,2014,86279
  Vinagre balsamico,2014,124379
  Vinagre duplo,2014,969702
  Vinagre simples,2014,8180657
  Vinho acetificado,2014,4465675
  Vinho base para espumantes,2014,0
  Vinho composto,2014,450121
  Vinho licoroso,2014,616904
  Vinho leve,2014,0
  Vinho gaseificado,2014,0
VINHO DE MESA,2015,209198468
  Tinto,2015,182028785
  Rosado,2015,1409002
  Branco,2015,25760681
VINHO  FINO DE MESA,2015,20141631
  Tinto,2015,15572632
  Rosado,2015,169185
  Branco,2015,4399814
VINHO FRIZANTE,2015,1836167
VINHO ORGÂNICO,2015,0
VINHO ESPECIAL,2015,593
  Tinto,2015,593
  Rosado,2015,0
  Branco,2015,0
ESPUMANTES ,2015,18897144
  Espumante  Moscatel,2015,5010704
  Espumante,2015,13886440
  Espumante Orgânico,2015,0
SUCO DE UVAS,2015,115288072
  Suco Natural Integral,2015,0
  Suco Adoçado,2015,0
  Suco Reprocessado/reconstituido,2015,0
  Suco Orgânico,2015,0
  Outros sucos de uvas,2015,0
SUCO DE UVAS CONCENTRADO,2015,34923477
OUTROS PRODUTOS COMERCIALIZADOS,2015,31922948
  Outros vinhos (sem informação detalhada),2015,0
"  Agrin (fermentado, acetico misto)",2015,0
  Aguardente de vinho 50°gl,2015,5
  Alcool vinico,2015,0
  Bagaceira (graspa),2015,16268
  Base champenoise champanha,2015,72774
  Base charmat champanha,2015,117404
  Base espumante moscatel,2015,77054
  Bebida de uva,2015,2801
  Borra líquida,2015,24091
  Borra seca,2015,128754
  Brandy (conhaque),2015,8118
  Cooler,2015,3297202
  Coquetel com vinho,2015,611787
  Destilado de vinho,2015,0
  Filtrado doce,2015,6001714
  Jeropiga,2015,58860
  Mistelas,2015,1144
  Mosto concentrado,2015,0
  Mosto de uva,2015,335966
  Mosto sulfitado,2015,0
  Nectar de uva,2015,3959884
  Outros produtos,2015,660042
  Polpa de uva,2015,2500025
  Preparado líquido para refresco,2015,160245
  Refrigerante +50% suco,2015,0
  Sangria,2015,131599
  Vinagre balsamico,2015,120677
  Vinagre duplo,2015,1164527
  Vinagre simples,2015,8188031
  Vinho acetificado,2015,3359266
  Vinho base para espumantes,2015,0
  Vinho composto,2015,413735
  Vinho licoroso,2015,510975
  Vinho leve,2015,0
  Vinho gaseificado,2015,0
VINHO DE MESA,2016,166769622
  Tinto,2016,146646365
  Rosado,2016,1391942
  Branco,2016,18731315
VINHO  FINO DE MESA,2016,19630158
  Tinto,2016,15228514
  Rosado,2016,172351
  Branco,2016,4229293
VINHO FRIZANTE,2016,1727386
VINHO ORGÂNICO,2016,0
VINHO ESPECIAL,2016,331
  Tinto,2016,331
  Rosado,2016,0
  Branco,2016,0
ESPUMANTES ,2016,16945710
  Espumante  Moscatel,2016,4507467
  Espumante,2016,12438243
  Espumante Orgânico,2016,0
SUCO DE UVAS,2016,92290851
  Suco Natural Integral,2016,0
  Suco Adoçado,2016,0
  Suco Reprocessado/reconstituido,2016,0
  Suco Orgânico,2016,0
  Outros sucos de uvas,2016,0
SUCO DE UVAS CONCENTRADO,2016,28859784
OUTROS PRODUTOS COMERCIALIZADOS,2016,27120309
  Outros vinhos (sem informação detalhada),2016,0
"  Agrin (fermentado, acetico misto)",2016,0
  Aguardente de vinho 50°gl,2016,0
  Alcool vinico,2016,6315
  Bagaceira (graspa),2016,9301
  Base champenoise champanha,2016,74805
  Base charmat champanha,2016,122356
  Base espumante moscatel,2016,131739
  Bebida de uva,2016,1483
  Borra líquida,2016,15000
  Borra seca,2016,57292
  Brandy (conhaque),2016,8253
  Cooler,2016,2450732
  Coquetel com vinho,2016,506532
  Destilado de vinho,2016,6700
  Filtrado doce,2016,4225414
  Jeropiga,2016,14429
  Mistelas,2016,835
  Mosto concentrado,2016,0
  Mosto de uva,2016,9458
  Mosto sulfitado,2016,0
  Nectar de uva,2016,3288046
  Outros produtos,2016,763041
  Polpa de uva,2016,1924093
  Preparado líquido para refresco,2016,33684
  Refrigerante +50% suco,2016,0
  Sangria,2016,77070
  Vinagre balsamico,2016,101991
  Vinagre duplo,2016,1083539
  Vinagre simples,2016,8186761
  Vinho acetificado,2016,3097566
  Vinho base para espumantes,2016,0
  Vinho composto,2016,377685
  Vinho licoroso,2016,546189
  Vinho leve,2016,0
  Vinho gaseificado,2016,0
VINHO DE MESA,2017,176059959
  Tinto,2017,154309442
  Rosado,2017,1097426
  Branco,2017,20653091
VINHO  FINO DE MESA,2017,15874354
  Tinto,2017,12021684
  Rosado,2017,182080
  Branco,2017,3670590
VINHO FRIZANTE,2017,1586985
VINHO ORGÂNICO,2017,0
VINHO ESPECIAL,2017,0
  Tinto,2017,0
  Rosado,2017,0
  Branco,2017,0
ESPUMANTES ,2017,17583283
  Espumante  Moscatel,2017,5561181
  Espumante,2017,12022102
  Espumante Orgânico,2017,0
SUCO DE UVAS,2017,107243326
  Suco Natural Integral,2017,0
  Suco Adoçado,2017,0
  Suco Reprocessado/reconstituido,2017,0
  Suco Orgânico,2017,0
  Outros sucos de uvas,2017,0
SUCO DE UVAS CONCENTRADO,2017,26815645
OUTROS PRODUTOS COMERCIALIZADOS,2017,28027052
  Outros vinhos (sem informação detalhada),2017,0
"  Agrin (fermentado, acetico misto)",2017,0
  Aguardente de vinho 50°gl,2017,0
  Alcool vinico,2017,49662
  Bagaceira (graspa),2017,9257
  Base champenoise champanha,2017,48866
  Base charmat champanha,2017,298836
  Base espumante moscatel,2017,139070
  Bebida de uva,2017,10297
  Borra líquida,2017,20795
  Borra seca,2017,4970
  Brandy (conhaque),2017,5089
  Cooler,2017,2471612
  Coquetel com vinho,2017,418433
  Destilado de vinho,2017,0
  Filtrado doce,2017,4208753
  Jeropiga,2017,508
  Mistelas,2017,1194
  Mosto concentrado,2017,0
  Mosto de uva,2017,63971
  Mosto sulfitado,2017,0
  Nectar de uva,2017,4727294
  Outros produtos,2017,1082923
  Polpa de uva,2017,1876212
  Preparado líquido para refresco,2017,30519
  Refrigerante +50% suco,2017,0
  Sangria,2017,62272
  Vinagre balsamico,2017,81944
  Vinagre duplo,2017,975992
  Vinagre simples,2017,7686691
  Vinho acetificado,2017,2769202
  Vinho base para espumantes,2017,0
  Vinho composto,2017,485944
  Vinho licoroso,2017,496746
  Vinho leve,2017,0
  Vinho gaseificado,2017,0
VINHO DE MESA,2018,177186273
  Tinto,2018,155115499
  Rosado,2018,1972944
  Branco,2018,20097830
VINHO  FINO DE MESA,2018,14826143
  Tinto,2018,11150517
  Rosado,2018,262430
  Branco,2018,3413196
VINHO FRIZANTE,2018,1638337
VINHO ORGÂNICO,2018,0
VINHO ESPECIAL,2018,0
  Tinto,2018,0
  Rosado,2018,0
  Branco,2018,0
ESPUMANTES ,2018,18218375
  Espumante  Moscatel,2018,6526075
  Espumante,2018,11692300
  Espumante Orgânico,2018,0
SUCO DE UVAS,2018,140472108
  Suco Natural Integral,2018,0
  Suco Adoçado,2018,0
  Suco Reprocessado/reconstituido,2018,0
  Suco Orgânico,2018,0
  Outros sucos de uvas,2018,0
SUCO DE UVAS CONCENTRADO,2018,23572263
OUTROS PRODUTOS COMERCIALIZADOS,2018,31246158
  Outros vinhos (sem informação detalhada),2018,3734763
"  Agrin (fermentado, acetico misto)",2018,0
  Aguardente de vinho 50°gl,2018,0
  Alcool vinico,2018,21575
  Bagaceira (graspa),2018,6929
  Base champenoise champanha,2018,74941
  Base charmat champanha,2018,287361
  Base espumante moscatel,2018,109200
  Bebida de uva,2018,10330
  Borra líquida,2018,11600
  Borra seca,2018,721280
  Brandy (conhaque),2018,4652
  Cooler,2018,3091682
  Coquetel com vinho,2018,349836
  Destilado de vinho,2018,82
  Filtrado doce,2018,3867645
  Jeropiga,2018,173
  Mistelas,2018,1902
  Mosto concentrado,2018,0
  Mosto de uva,2018,715708
  Mosto sulfitado,2018,0
  Nectar de uva,2018,3517417
  Outros produtos,2018,1773526
  Polpa de uva,2018,1853162
  Preparado líquido para refresco,2018,76888
  Refrigerante +50% suco,2018,40574
  Sangria,2018,58498
  Vinagre balsamico,2018,133714
  Vinagre duplo,2018,888589
  Vinagre simples,2018,6994467
  Vinho acetificado,2018,2158993
  Vinho base para espumantes,2018,0
  Vinho composto,2018,249165
  Vinho licoroso,2018,491165
  Vinho leve,2018,198
  Vinho gaseificado,2018,143
VINHO DE MESA,2019,180446489
  Tinto,2019,158519218
  Rosado,2019,1265435
  Branco,2019,20661836
VINHO  FINO DE MESA,2019,15684588
  Tinto,2019,11433702
  Rosado,2019,503524
  Branco,2019,3747362
VINHO FRIZANTE,2019,1826433
VINHO ORGÂNICO,2019,2554
VINHO ESPECIAL,2019,0
  Tinto,2019,0
  Rosado,2019,0
  Branco,2019,0
ESPUMANTES ,2019,22759859
  Espumante  Moscatel,2019,8997187
  Espumante,2019,13762361
  Espumante Orgânico,2019,311
SUCO DE UVAS,2019,147907617
  Suco Natural Integral,2019,131628685
  Suco Adoçado,2019,0
  Suco Reprocessado/reconstituido,2019,7759932
  Suco Orgânico,2019,416849
  Outros sucos de uvas,2019,8102151
SUCO DE UVAS CONCENTRADO,2019,28721470
OUTROS PRODUTOS COMERCIALIZADOS,2019,34794651
  Outros vinhos (sem informação detalhada),2019,310886
"  Agrin (fermentado, acetico misto)",2019,0
  Aguardente de vinho 50°gl,2019,0
  Alcool vinico,2019,0
  Bagaceira (graspa),2019,8746
  Base champenoise champanha,2019,65692
  Base charmat champanha,2019,271714
  Base espumante moscatel,2019,115468
  Bebida de uva,2019,498512
  Borra líquida,2019,17398
  Borra seca,2019,153770
  Brandy (conhaque),2019,5015
  Cooler,2019,3782516
  Coquetel com vinho,2019,269701
  Destilado de vinho,2019,309
  Filtrado doce,2019,4076204
  Jeropiga,2019,0
  Mistelas,2019,3765
  Mosto concentrado,2019,0
  Mosto de uva,2019,5736852
  Mosto sulfitado,2019,94000
  Nectar de uva,2019,4006608
  Outros produtos,2019,2294581
  Polpa de uva,2019,1838395
  Preparado líquido para refresco,2019,52567
  Refrigerante +50% suco,2019,110648
  Sangria,2019,67279
  Vinagre balsamico,2019,211653
  Vinagre duplo,2019,1130092
  Vinagre simples,2019,6246945
  Vinho acetificado,2019,2592380
  Vinho base para espumantes,2019,0
  Vinho composto,2019,366549
  Vinho licoroso,2019,465964
  Vinho leve,2019,306
  Vinho gaseificado,2019,136
VINHO DE MESA,2020,215557931
  Tinto,2020,189573423
  Rosado,2020,1394901
  Branco,2020,24589607
VINHO  FINO DE MESA,2020,24310834
  Tinto,2020,18202453
  Rosado,2020,993248
  Branco,2020,5115133
VINHO FRIZANTE,2020,2557585
VINHO ORGÂNICO,2020,10718
VINHO ESPECIAL,2020,0
  Tinto,2020,0
  Rosado,2020,0
  Branco,2020,0
ESPUMANTES ,2020,22610762
  Espumante  Moscatel,2020,9298571
  Espumante,2020,13311450
  Espumante Orgânico,2020,742
SUCO DE UVAS,2020,144889668
  Suco Natural Integral,2020,114453657
  Suco Adoçado,2020,0
  Suco Reprocessado/reconstituido,2020,22066742
  Suco Orgânico,2020,553391
  Outros sucos de uvas,2020,7815879
SUCO DE UVAS CONCENTRADO,2020,22422414
OUTROS PRODUTOS COMERCIALIZADOS,2020,26547242
  Outros vinhos (sem informação detalhada),2020,192057
"  Agrin (fermentado, acetico misto)",2020,0
  Aguardente de vinho 50°gl,2020,866
  Alcool vinico,2020,6640
  Bagaceira (graspa),2020,7610
  Base champenoise champanha,2020,8772
  Base charmat champanha,2020,123
  Base espumante moscatel,2020,23703
  Bebida de uva,2020,354511
  Borra líquida,2020,22975
  Borra seca,2020,146260
  Brandy (conhaque),2020,7966
  Cooler,2020,6260381
  Coquetel com vinho,2020,205664
  Destilado de vinho,2020,200
  Filtrado doce,2020,2415338
  Jeropiga,2020,1267
  Mistelas,2020,1201
  Mosto concentrado,2020,0
  Mosto de uva,2020,48044
  Mosto sulfitado,2020,0
  Nectar de uva,2020,3319597
  Outros produtos,2020,2543754
  Polpa de uva,2020,1129453
  Preparado líquido para refresco,2020,11366
  Refrigerante +50% suco,2020,144945
  Sangria,2020,11017
  Vinagre balsamico,2020,248771
  Vinagre duplo,2020,1075579
  Vinagre simples,2020,6049584
  Vinho acetificado,2020,1879227
  Vinho base para espumantes,2020,0
  Vinho composto,2020,63625
  Vinho licoroso,2020,362340
  Vinho leve,2020,396
  Vinho gaseificado,2020,4012
VINHO DE MESA,2021,210012238
  Tinto,2021,185653678
  Rosado,2021,1931606
  Branco,2021,22426954
VINHO  FINO DE MESA,2021,27080445
  Tinto,2021,19337862
  Rosado,2021,1603537
  Branco,2021,6139046
VINHO FRIZANTE,2021,3696762
VINHO ORGÂNICO,2021,18686
VINHO ESPECIAL,2021,0
  Tinto,2021,0
  Rosado,2021,0
  Branco,2021,0
ESPUMANTES ,2021,31242697
  Espumante  Moscatel,2021,12240059
  Espumante,2021,19001999
  Espumante Orgânico,2021,639
SUCO DE UVAS,2021,147753321
  Suco Natural Integral,2021,115173833
  Suco Adoçado,2021,0
  Suco Reprocessado/reconstituido,2021,26136089
  Suco Orgânico,2021,902299
  Outros sucos de uvas,2021,5541100
SUCO DE UVAS CONCENTRADO,2021,26730942
OUTROS PRODUTOS COMERCIALIZADOS,2021,26657930
  Outros vinhos (sem informação detalhada),2021,17618
"  Agrin (fermentado, acetico misto)",2021,0
  Aguardente de vinho 50°gl,2021,0
  Alcool vinico,2021,0
  Bagaceira (graspa),2021,7676
  Base champenoise champanha,2021,9580
  Base charmat champanha,2021,4230
  Base espumante moscatel,2021,49734
  Bebida de uva,2021,324298
  Borra líquida,2021,935
  Borra seca,2021,414100
  Brandy (conhaque),2021,7311
  Cooler,2021,6107943
  Coquetel com vinho,2021,244184
  Destilado de vinho,2021,175
  Filtrado doce,2021,2430821
  Jeropiga,2021,1763
  Mistelas,2021,9075
  Mosto concentrado,2021,0
  Mosto de uva,2021,803171
  Mosto sulfitado,2021,0
  Nectar de uva,2021,4021229
  Outros produtos,2021,2105686
  Polpa de uva,2021,1002033
  Preparado líquido para refresco,2021,23455
  Refrigerante +50% suco,2021,175954
  Sangria,2021,17222
  Vinagre balsamico,2021,332217
  Vinagre duplo,2021,795060
  Vinagre simples,2021,5647166
  Vinho acetificado,2021,1448086
  Vinho base para espumantes,2021,0
  Vinho composto,2021,227116
  Vinho licoroso,2021,376597
  Vinho leve,2021,0
  Vinho gaseificado,2021,53495
VINHO DE MESA,2022,187939996
  Tinto,2022,165067340
  Rosado,2022,2213723
  Branco,2022,20658933
VINHO  FINO DE MESA,2022,21533487
  Tinto,2022,15258778
  Rosado,2022,1318396
  Branco,2022,4956314
VINHO FRIZANTE,2022,2875864
VINHO ORGÂNICO,2022,14947
VINHO ESPECIAL,2022,0
  Tinto,2022,0
  Rosado,2022,0
  Branco,2022,0
ESPUMANTES ,2022,29525942
  Espumante  Moscatel,2022,12204315
  Espumante,2022,17321031
  Espumante Orgânico,2022,597
SUCO DE UVAS,2022,157125036
  Suco Natural Integral,2022,115394795
  Suco Adoçado,2022,0
  Suco Reprocessado/reconstituido,2022,35139154
  Suco Orgânico,2022,1002685
  Outros sucos de uvas,2022,5588403
SUCO DE UVAS CONCENTRADO,2022,33632834
OUTROS PRODUTOS COMERCIALIZADOS,2022,31704382
  Outros vinhos (sem informação detalhada),2022,8812
"  Agrin (fermentado, acetico misto)",2022,0
  Aguardente de vinho 50°gl,2022,0
  Alcool vinico,2022,0
  Bagaceira (graspa),2022,5594
  Base champenoise champanha,2022,60958
  Base charmat champanha,2022,226901
  Base espumante moscatel,2022,720603
  Bebida de uva,2022,139943
  Borra líquida,2022,49840
  Borra seca,2022,122525
  Brandy (conhaque),2022,4407
  Cooler,2022,4505384
  Coquetel com vinho,2022,292420
  Destilado de vinho,2022,33
  Filtrado doce,2022,2339403
  Jeropiga,2022,1392
  Mistelas,2022,4080
  Mosto concentrado,2022,0
  Mosto de uva,2022,1579638
  Mosto sulfitado,2022,0
  Nectar de uva,2022,4719055
  Outros produtos,2022,7406812
  Polpa de uva,2022,1058011
  Preparado líquido para refresco,2022,19711
  Refrigerante +50% suco,2022,265026
  Sangria,2022,95605
  Vinagre balsamico,2022,296664
  Vinagre duplo,2022,987142
  Vinagre simples,2022,5309881
  Vinho acetificado,2022,1052563
  Vinho base para espumantes,2022,0
  Vinho composto,2022,32000
  Vinho licoroso,2022,385006
  Vinho leve,2022,27
  Vinho gaseificado,2022,14947
VINHO DE MESA,2023,187016848
  Tinto,2023,165097539
  Rosado,2023,2520748
  Branco,2023,19398561
VINHO  FINO DE MESA,2023,18589310
  Tinto,2023,12450606
  Rosado,2023,1214583
  Branco,2023,4924121
VINHO FRIZANTE,2023,2843600
VINHO ORGÂNICO,2023,9123
VINHO ESPECIAL,2023,0
  Tinto,2023,0
  Rosado,2023,0
  Branco,2023,0
ESPUMANTES ,2023,29381635
  Espumante  Moscatel,2023,9771698
  Espumante,2023,19609379
  Espumante Orgânico,2023,558
SUCO DE UVAS,2023,166708720
  Suco Natural Integral,2023,129419407
  Suco Adoçado,2023,128599
  Suco Reprocessado/reconstituido,2023,34402925
  Suco Orgânico,2023,932154
  Outros sucos de uvas,2023,1825635
SUCO DE UVAS CONCENTRADO,2023,37852507
OUTROS PRODUTOS COMERCIALIZADOS,2023,29889342
  Outros vinhos (sem informação detalhada),2023,8152
"  Agrin (fermentado, acetico misto)",2023,0
  Aguardente de vinho 50°gl,2023,111
  Alcool vinico,2023,0
  Bagaceira (graspa),2023,0
  Base champenoise champanha,2023,66290
  Base charmat champanha,2023,184040
  Base espumante moscatel,2023,722984
  Bebida de uva,2023,16780
  Borra líquida,2023,72600
  Borra seca,2023,53220
  Brandy (conhaque),2023,4506
  Cooler,2023,4321881
  Coquetel com vinho,2023,397156
  Destilado de vinho,2023,245
  Filtrado doce,2023,2366601
  Jeropiga,2023,346
  Mistelas,2023,1668
  Mosto concentrado,2023,0
  Mosto de uva,2023,359626
  Mosto sulfitado,2023,0
  Nectar de uva,2023,3604413
  Outros produtos,2023,7459271
  Polpa de uva,2023,1331651
  Preparado líquido para refresco,2023,17178
  Refrigerante +50% suco,2023,501876
  Sangria,2023,84157
  Vinagre balsamico,2023,338926
  Vinagre duplo,2023,1769130
  Vinagre simples,2023,5047280
  Vinho acetificado,2023,194020
  Vinho base para espumantes,2023,0
  Vinho composto,2023,981
  Vinho licoroso,2023,421974
  Vinho leve,2023,132064
  Vinho gaseificado,2023,410215
